market,commodity,year,month,cpi
Tamale,Plantains (apentu),2010,11,285.4
Tamale,Plantains (apentu),2010,12,288.3
Tamale,Plantains (apentu),2011,1,293
Tamale,Plantains (apentu),2011,2,297
Tamale,Plantains (apentu),2011,3,300.6
Tamale,Plantains (apentu),2011,4,304.3
Tamale,Plantains (apentu),2011,5,310.4
Tamale,Plantains (apentu),2011,6,313.9
Tamale,Plantains (apentu),2011,7,316
Tamale,Plantains (apentu),2011,8,311.9
Tamale,Plantains (apentu),2011,9,301.4
Tamale,Plantains (apentu),2011,10,295.6
Tamale,Plantains (apentu),2011,11,298
Tamale,Plantains (apentu),2011,12,300.6
Tamale,Plantains (apentu),2012,1,97.4958
Tamale,Plantains (apentu),2012,2,98.641
Tamale,Plantains (apentu),2012,3,98.641
Tamale,Plantains (apentu),2012,4,101.4071
Tamale,Plantains (apentu),2012,5,101.4071
Tamale,Plantains (apentu),2012,6,102.1679
Tamale,Plantains (apentu),2012,7,103.9148
Tamale,Plantains (apentu),2012,8,101.9171
Tamale,Plantains (apentu),2012,9,97.3699
Tamale,Plantains (apentu),2012,10,98.5842
Tamale,Plantains (apentu),2012,11,98.9502
Tamale,Plantains (apentu),2012,12,99.6234
Tamale,Plantains (apentu),2013,1,105.273
Tamale,Plantains (apentu),2013,2,105.273
Tamale,Plantains (apentu),2013,3,105.273
Tamale,Plantains (apentu),2013,4,108.0738
Tamale,Plantains (apentu),2013,5,108.0738
Tamale,Plantains (apentu),2013,6,109.6575
Tamale,Plantains (apentu),2013,7,111.53
Tamale,Plantains (apentu),2013,8,110.0008
Tamale,Plantains (apentu),2013,9,106.0242
Tamale,Plantains (apentu),2013,10,105.3739
Tamale,Plantains (apentu),2013,11,106.1582
Tamale,Plantains (apentu),2013,12,106.8374
Tamale,Plantains (apentu),2014,1,112.7433
Tamale,Plantains (apentu),2014,2,113.1858
Tamale,Plantains (apentu),2014,3,113.92
Tamale,Plantains (apentu),2014,4,115.6005
Tamale,Plantains (apentu),2014,5,116.7307
Tamale,Plantains (apentu),2014,6,118.3548
Tamale,Plantains (apentu),2014,7,117.1318
Tamale,Plantains (apentu),2014,8,115.7
Tamale,Plantains (apentu),2014,9,112.1683
Tamale,Plantains (apentu),2014,10,112.243
Tamale,Plantains (apentu),2014,11,113.2103
Tamale,Plantains (apentu),2014,12,114.0564
Tamale,Plantains (apentu),2015,1,120.5275
Tamale,Plantains (apentu),2015,2,121.1263
Tamale,Plantains (apentu),2015,3,122.0781
Tamale,Plantains (apentu),2015,4,123.8958
Tamale,Plantains (apentu),2015,5,125.2882
Tamale,Plantains (apentu),2015,6,127.111
Tamale,Plantains (apentu),2015,7,126.0348
Tamale,Plantains (apentu),2015,8,124.5137
Tamale,Plantains (apentu),2015,9,120.9395
Tamale,Plantains (apentu),2015,10,121.0138
Tamale,Plantains (apentu),2015,11,122.1764
Tamale,Plantains (apentu),2015,12,123.1852
Tamale,Plantains (apentu),2016,1,130.3701
Tamale,Plantains (apentu),2016,2,131.1867
Tamale,Plantains (apentu),2016,3,132.2356
Tamale,Plantains (apentu),2016,4,134.2526
Tamale,Plantains (apentu),2016,5,135.9292
Tamale,Plantains (apentu),2016,6,137.9933
Tamale,Plantains (apentu),2016,7,136.92
Tamale,Plantains (apentu),2016,8,135.0664
Tamale,Plantains (apentu),2016,9,131.7905
Tamale,Plantains (apentu),2016,10,131.4893
Tamale,Plantains (apentu),2016,11,133.5423
Tamale,Plantains (apentu),2016,12,135.1228
Tamale,Plantains (apentu),2017,1,139.5017
Tamale,Plantains (apentu),2017,2,140.5844
Tamale,Plantains (apentu),2017,3,141.8227
Tamale,Plantains (apentu),2017,4,143.2019
Tamale,Plantains (apentu),2017,5,144.5164
Tamale,Plantains (apentu),2017,6,146.5159
Tamale,Plantains (apentu),2017,7,146.8
Tamale,Plantains (apentu),2017,8,145
Tamale,Plantains (apentu),2017,9,142.4703
Tamale,Plantains (apentu),2017,10,142.2714
Tamale,Yam,2008,1,214.5
Tamale,Yam,2008,2,220.7
Tamale,Yam,2008,3,225.7
Tamale,Yam,2008,4,231.3
Tamale,Yam,2008,5,243.5
Tamale,Yam,2008,6,249.1
Tamale,Yam,2008,7,251
Tamale,Yam,2008,8,248.6
Tamale,Yam,2008,9,243.8
Tamale,Yam,2008,10,236.9
Tamale,Yam,2008,11,241.1
Tamale,Yam,2008,12,246.7
Tamale,Yam,2009,1,256.2
Tamale,Yam,2009,2,262.5
Tamale,Yam,2009,3,267.5
Tamale,Yam,2009,4,276
Tamale,Yam,2009,5,285.3
Tamale,Yam,2009,6,287.8
Tamale,Yam,2009,7,289.1
Tamale,Yam,2009,8,285.3
Tamale,Yam,2009,9,275
Tamale,Yam,2009,10,269
Tamale,Yam,2009,11,271
Tamale,Yam,2009,12,275.9
Tamale,Yam,2010,1,279.5
Tamale,Yam,2010,2,284
Tamale,Yam,2010,3,287.1
Tamale,Yam,2010,4,292.1
Tamale,Yam,2010,5,298.6
Tamale,Yam,2010,6,305.4
Tamale,Yam,2010,7,306
Tamale,Yam,2010,8,300.5
Tamale,Yam,2010,9,290.6
Tamale,Yam,2010,10,284.1
Tamale,Yam,2010,11,285.4
Tamale,Yam,2010,12,288.3
Tamale,Yam,2011,1,293
Tamale,Yam,2011,2,297
Tamale,Yam,2011,3,300.6
Tamale,Yam,2011,4,304.3
Tamale,Yam,2011,5,310.4
Tamale,Yam,2011,6,313.9
Tamale,Yam,2011,7,316
Tamale,Yam,2011,8,311.9
Tamale,Yam,2011,9,301.4
Tamale,Yam,2011,10,295.6
Tamale,Yam,2011,11,298
Tamale,Yam,2011,12,300.6
Tamale,Yam,2012,1,97.4958
Tamale,Yam,2012,2,98.641
Tamale,Yam,2012,3,98.641
Tamale,Yam,2012,4,101.4071
Tamale,Yam,2012,5,101.4071
Tamale,Yam,2012,6,102.1679
Tamale,Yam,2012,7,103.9148
Tamale,Yam,2012,8,101.9171
Tamale,Yam,2012,9,97.3699
Tamale,Yam,2012,10,98.5842
Tamale,Yam,2012,11,98.9502
Tamale,Yam,2012,12,99.6234
Tamale,Yam,2013,1,105.273
Tamale,Yam,2013,2,105.273
Tamale,Yam,2013,3,105.273
Tamale,Yam,2013,4,108.0738
Tamale,Yam,2013,5,108.0738
Tamale,Yam,2013,6,109.6575
Tamale,Yam,2013,7,111.53
Tamale,Yam,2013,8,110.0008
Tamale,Yam,2013,9,106.0242
Tamale,Yam,2013,10,105.3739
Tamale,Yam,2013,11,106.1582
Tamale,Yam,2013,12,106.8374
Tamale,Yam,2014,1,112.7433
Tamale,Yam,2014,2,113.1858
Tamale,Yam,2014,3,113.92
Tamale,Yam,2014,4,115.6005
Tamale,Yam,2014,5,116.7307
Tamale,Yam,2014,6,118.3548
Tamale,Yam,2014,7,117.1318
Tamale,Yam,2014,8,115.7
Tamale,Yam,2014,9,112.1683
Tamale,Yam,2014,10,112.243
Tamale,Yam,2014,11,113.2103
Tamale,Yam,2014,12,114.0564
Tamale,Yam,2015,1,120.5275
Tamale,Yam,2015,2,121.1263
Tamale,Yam,2015,3,122.0781
Tamale,Yam,2015,4,123.8958
Tamale,Yam,2015,5,125.2882
Tamale,Yam,2015,6,127.111
Tamale,Yam,2015,7,126.0348
Tamale,Yam,2015,8,124.5137
Tamale,Yam,2015,9,120.9395
Tamale,Yam,2015,10,121.0138
Tamale,Yam,2015,11,122.1764
Tamale,Yam,2015,12,123.1852
Tamale,Yam,2016,1,130.3701
Tamale,Yam,2016,2,131.1867
Tamale,Yam,2016,3,132.2356
Tamale,Yam,2016,4,134.2526
Tamale,Yam,2016,5,135.9292
Tamale,Yam,2016,6,137.9933
Tamale,Yam,2016,7,136.92
Tamale,Yam,2016,8,135.0664
Tamale,Yam,2016,9,131.7905
Tamale,Yam,2016,10,131.4893
Tamale,Yam,2016,11,133.5423
Tamale,Yam,2016,12,135.1228
Tamale,Yam,2017,1,139.5017
Tamale,Yam,2017,2,140.5844
Tamale,Yam,2017,3,141.8227
Tamale,Yam,2017,4,143.2019
Tamale,Yam,2017,5,144.5164
Tamale,Yam,2017,6,146.5159
Tamale,Yam,2017,7,146.8
Tamale,Yam,2017,8,145
Tamale,Yam,2017,9,142.4703
Tamale,Yam,2017,10,142.2714
Ho,Maize,2008,1,214.5
Ho,Maize,2008,2,220.7
Ho,Maize,2008,3,225.7
Ho,Maize,2008,4,231.3
Ho,Maize,2008,5,243.5
Ho,Maize,2008,6,249.1
Ho,Maize,2008,7,251
Ho,Maize,2008,8,248.6
Ho,Maize,2008,9,243.8
Ho,Maize,2008,10,236.9
Ho,Maize,2008,11,241.1
Ho,Maize,2008,12,246.7
Ho,Maize,2009,1,256.2
Ho,Maize,2009,2,262.5
Ho,Maize,2009,3,267.5
Ho,Maize,2009,4,276
Ho,Maize,2009,5,285.3
Ho,Maize,2009,6,287.8
Ho,Maize,2009,7,289.1
Ho,Maize,2009,8,285.3
Ho,Maize,2009,9,275
Ho,Maize,2009,10,269
Ho,Maize,2009,11,271
Ho,Maize,2009,12,275.9
Ho,Maize,2010,1,279.5
Ho,Maize,2010,2,284
Ho,Maize,2010,3,287.1
Ho,Maize,2010,4,292.1
Ho,Maize,2010,5,298.6
Ho,Maize,2010,6,305.4
Ho,Maize,2010,7,306
Ho,Maize,2010,8,300.5
Ho,Maize,2010,9,290.6
Ho,Maize,2010,10,284.1
Ho,Maize,2010,11,285.4
Ho,Maize,2010,12,288.3
Ho,Maize,2011,1,293
Ho,Maize,2011,2,297
Ho,Maize,2011,3,300.6
Ho,Maize,2011,4,304.3
Ho,Maize,2011,5,310.4
Ho,Maize,2011,6,313.9
Ho,Maize,2011,7,316
Ho,Maize,2011,8,311.9
Ho,Maize,2011,9,301.4
Ho,Maize,2011,10,295.6
Ho,Maize,2011,11,298
Ho,Maize,2011,12,300.6
Ho,Maize,2012,1,97.4958
Ho,Maize,2012,2,98.641
Ho,Maize,2012,3,98.641
Ho,Maize,2012,4,101.4071
Ho,Maize,2012,5,101.4071
Ho,Maize,2012,6,102.1679
Ho,Maize,2012,7,103.9148
Ho,Maize,2012,8,101.9171
Ho,Maize,2012,9,97.3699
Ho,Maize,2012,10,98.5842
Ho,Maize,2012,11,98.9502
Ho,Maize,2012,12,99.6234
Ho,Maize,2013,1,105.273
Ho,Maize,2013,2,105.273
Ho,Maize,2013,3,105.273
Ho,Maize,2013,4,108.0738
Ho,Maize,2013,5,108.0738
Ho,Maize,2013,6,109.6575
Ho,Maize,2013,7,111.53
Ho,Maize,2013,8,110.0008
Ho,Maize,2013,9,106.0242
Ho,Maize,2013,10,105.3739
Ho,Maize,2013,11,106.1582
Ho,Maize,2013,12,106.8374
Ho,Maize,2014,1,112.7433
Ho,Maize,2014,2,113.1858
Ho,Maize,2014,3,113.92
Ho,Maize,2014,4,115.6005
Ho,Maize,2014,5,116.7307
Ho,Maize,2014,6,118.3548
Ho,Maize,2014,7,117.1318
Ho,Maize,2014,8,115.7
Ho,Maize,2014,9,112.1683
Ho,Maize,2014,10,112.243
Ho,Maize,2014,11,113.2103
Ho,Maize,2014,12,114.0564
Ho,Maize,2015,1,120.5275
Ho,Maize,2015,2,121.1263
Ho,Maize,2015,3,122.0781
Ho,Maize,2015,4,123.8958
Ho,Maize,2015,5,125.2882
Ho,Maize,2015,6,127.111
Ho,Maize,2015,7,126.0348
Ho,Maize,2015,8,124.5137
Ho,Maize,2015,9,120.9395
Ho,Maize,2015,10,121.0138
Ho,Maize,2015,11,122.1764
Ho,Maize,2015,12,123.1852
Ho,Maize,2016,1,130.3701
Ho,Maize,2016,2,131.1867
Ho,Maize,2016,3,132.2356
Ho,Maize,2016,4,134.2526
Ho,Maize,2016,5,135.9292
Ho,Maize,2016,6,137.9933
Ho,Cassava,2008,1,214.5
Ho,Cassava,2008,2,220.7
Ho,Cassava,2008,3,225.7
Ho,Cassava,2008,4,231.3
Ho,Cassava,2008,5,243.5
Ho,Cassava,2008,6,249.1
Ho,Cassava,2008,7,251
Ho,Cassava,2008,8,248.6
Ho,Cassava,2008,9,243.8
Ho,Cassava,2008,10,236.9
Ho,Cassava,2008,11,241.1
Ho,Cassava,2008,12,246.7
Ho,Cassava,2009,1,256.2
Ho,Cassava,2009,2,262.5
Ho,Cassava,2009,3,267.5
Ho,Cassava,2009,4,276
Ho,Cassava,2009,5,285.3
Ho,Cassava,2009,6,287.8
Ho,Cassava,2009,7,289.1
Ho,Cassava,2009,8,285.3
Ho,Cassava,2009,9,275
Ho,Cassava,2009,10,269
Ho,Cassava,2009,11,271
Ho,Cassava,2009,12,275.9
Ho,Cassava,2010,1,279.5
Ho,Cassava,2010,2,284
Ho,Cassava,2010,3,287.1
Ho,Cassava,2010,4,292.1
Ho,Cassava,2010,5,298.6
Ho,Cassava,2010,6,305.4
Ho,Cassava,2010,7,306
Ho,Cassava,2010,8,300.5
Ho,Cassava,2010,9,290.6
Ho,Cassava,2010,10,284.1
Ho,Cassava,2010,11,285.4
Ho,Cassava,2010,12,288.3
Ho,Cassava,2011,1,293
Ho,Cassava,2011,2,297
Ho,Cassava,2011,3,300.6
Ho,Cassava,2011,4,304.3
Ho,Cassava,2011,5,310.4
Ho,Cassava,2011,6,313.9
Ho,Cassava,2011,7,316
Ho,Cassava,2011,8,311.9
Ho,Cassava,2011,9,301.4
Ho,Cassava,2011,10,295.6
Ho,Cassava,2011,11,298
Ho,Cassava,2011,12,300.6
Ho,Cassava,2012,1,97.4958
Ho,Cassava,2012,2,98.641
Ho,Cassava,2012,3,98.641
Ho,Cassava,2012,4,101.4071
Ho,Cassava,2012,5,101.4071
Ho,Cassava,2012,6,102.1679
Ho,Cassava,2012,7,103.9148
Ho,Cassava,2012,8,101.9171
Ho,Cassava,2012,9,97.3699
Ho,Cassava,2012,10,98.5842
Ho,Cassava,2012,11,98.9502
Ho,Cassava,2012,12,99.6234
Ho,Cassava,2013,1,105.273
Ho,Cassava,2013,2,105.273
Ho,Cassava,2013,3,105.273
Ho,Cassava,2013,4,108.0738
Ho,Cassava,2013,5,108.0738
Ho,Cassava,2013,6,109.6575
Ho,Cassava,2013,7,111.53
Ho,Cassava,2013,8,110.0008
Ho,Cassava,2013,9,106.0242
Ho,Cassava,2013,10,105.3739
Ho,Cassava,2013,11,106.1582
Ho,Cassava,2013,12,106.8374
Ho,Cassava,2014,1,112.7433
Ho,Cassava,2014,2,113.1858
Ho,Cassava,2014,3,113.92
Ho,Cassava,2014,4,115.6005
Ho,Cassava,2014,5,116.7307
Ho,Cassava,2014,6,118.3548
Ho,Cassava,2014,7,117.1318
Ho,Cassava,2014,8,115.7
Ho,Cassava,2014,9,112.1683
Ho,Cassava,2014,10,112.243
Ho,Cassava,2014,11,113.2103
Ho,Cassava,2014,12,114.0564
Ho,Cassava,2015,1,120.5275
Ho,Cassava,2015,2,121.1263
Ho,Cassava,2015,3,122.0781
Ho,Cassava,2015,4,123.8958
Ho,Cassava,2015,5,125.2882
Ho,Cassava,2015,6,127.111
Ho,Cassava,2015,7,126.0348
Ho,Cassava,2015,8,124.5137
Ho,Cassava,2015,9,120.9395
Ho,Cassava,2015,10,121.0138
Ho,Cassava,2015,11,122.1764
Ho,Cassava,2015,12,123.1852
Ho,Cassava,2016,1,130.3701
Ho,Cassava,2016,2,131.1867
Ho,Cassava,2016,3,132.2356
Ho,Cassava,2016,4,134.2526
Ho,Cassava,2016,5,135.9292
Ho,Cassava,2016,6,137.9933
Ho,Cassava,2016,7,136.92
Ho,Cassava,2016,8,135.0664
Ho,Cassava,2016,9,131.7905
Ho,Cassava,2016,10,131.4893
Ho,Cassava,2016,11,133.5423
Ho,Cassava,2016,12,135.1228
Ho,Cassava,2017,1,139.5017
Ho,Cassava,2017,2,140.5844
Ho,Cassava,2017,3,141.8227
Ho,Cassava,2017,4,143.2019
Ho,Cassava,2017,5,144.5164
Ho,Cassava,2017,6,146.5159
Ho,Cassava,2017,7,146.8
Ho,Cassava,2017,8,145
Ho,Cassava,2017,9,142.4703
Ho,Cassava,2017,10,142.2714
Ho,Cassava,2017,11,
Ho,Cassava,2017,12,
Ho,Rice (local),2008,1,214.5
Ho,Rice (local),2008,2,220.7
Ho,Rice (local),2008,3,225.7
Ho,Rice (local),2008,4,231.3
Ho,Rice (local),2008,5,243.5
Ho,Rice (local),2008,6,249.1
Ho,Rice (local),2008,7,251
Ho,Rice (local),2008,8,248.6
Ho,Rice (local),2008,9,243.8
Ho,Rice (local),2008,10,236.9
Ho,Rice (local),2008,11,241.1
Ho,Rice (local),2008,12,246.7
Ho,Rice (local),2009,1,256.2
Ho,Rice (local),2009,2,262.5
Ho,Rice (local),2009,3,267.5
Ho,Rice (local),2009,4,276
Ho,Rice (local),2009,5,285.3
Ho,Rice (local),2009,6,287.8
Ho,Rice (local),2009,7,289.1
Ho,Rice (local),2009,8,285.3
Ho,Rice (local),2009,9,275
Ho,Rice (local),2009,10,269
Ho,Rice (local),2009,11,271
Ho,Rice (local),2009,12,275.9
Ho,Rice (local),2010,1,279.5
Ho,Rice (local),2010,2,284
Ho,Rice (local),2010,3,287.1
Ho,Rice (local),2010,4,292.1
Ho,Rice (local),2010,5,298.6
Ho,Rice (local),2010,6,305.4
Ho,Rice (local),2010,7,306
Ho,Rice (local),2010,8,300.5
Ho,Rice (local),2010,9,290.6
Ho,Rice (local),2010,10,284.1
Ho,Rice (local),2010,11,285.4
Ho,Rice (local),2010,12,288.3
Ho,Rice (local),2011,1,293
Ho,Rice (local),2011,2,297
Ho,Rice (local),2011,3,300.6
Ho,Rice (local),2011,4,304.3
Ho,Rice (local),2011,5,310.4
Ho,Rice (local),2011,6,313.9
Ho,Rice (local),2011,7,316
Ho,Rice (local),2011,8,311.9
Ho,Rice (local),2011,9,301.4
Ho,Rice (local),2011,10,295.6
Ho,Rice (local),2011,11,298
Ho,Rice (local),2011,12,300.6
Ho,Rice (local),2012,1,97.4958
Ho,Rice (local),2012,2,98.641
Ho,Rice (local),2012,3,98.641
Ho,Rice (local),2012,4,101.4071
Ho,Rice (local),2012,5,101.4071
Ho,Rice (local),2012,6,102.1679
Ho,Rice (local),2012,7,103.9148
Ho,Rice (local),2012,8,101.9171
Ho,Rice (local),2012,9,97.3699
Ho,Rice (local),2012,10,98.5842
Ho,Rice (local),2012,11,98.9502
Ho,Rice (local),2012,12,99.6234
Ho,Rice (local),2013,1,105.273
Ho,Rice (local),2013,2,105.273
Ho,Rice (local),2013,3,105.273
Ho,Rice (local),2013,4,108.0738
Ho,Rice (local),2013,5,108.0738
Ho,Rice (local),2013,6,109.6575
Ho,Rice (local),2013,7,111.53
Ho,Rice (local),2013,8,110.0008
Ho,Rice (local),2013,9,106.0242
Ho,Rice (local),2013,10,105.3739
Ho,Rice (local),2013,11,106.1582
Ho,Rice (local),2013,12,106.8374
Ho,Rice (local),2014,1,112.7433
Ho,Rice (local),2014,2,113.1858
Ho,Rice (local),2014,3,113.92
Ho,Rice (local),2014,4,115.6005
Ho,Rice (local),2014,5,116.7307
Ho,Rice (local),2014,6,118.3548
Ho,Rice (local),2014,7,117.1318
Ho,Rice (local),2014,8,115.7
Ho,Rice (local),2014,9,112.1683
Ho,Rice (local),2014,10,112.243
Ho,Rice (local),2014,11,113.2103
Ho,Rice (local),2014,12,114.0564
Ho,Rice (local),2015,1,120.5275
Ho,Rice (local),2015,2,121.1263
Ho,Rice (local),2015,3,122.0781
Ho,Rice (local),2015,4,123.8958
Ho,Rice (local),2015,5,125.2882
Ho,Rice (local),2015,6,127.111
Ho,Rice (local),2015,7,126.0348
Ho,Rice (local),2015,8,124.5137
Ho,Rice (local),2015,9,120.9395
Ho,Rice (local),2015,10,121.0138
Ho,Rice (local),2015,11,122.1764
Ho,Rice (local),2015,12,123.1852
Ho,Rice (local),2016,1,130.3701
Ho,Rice (local),2016,2,131.1867
Ho,Rice (local),2016,3,132.2356
Ho,Rice (local),2016,4,134.2526
Ho,Rice (local),2016,5,135.9292
Ho,Rice (local),2016,6,137.9933
Ho,Rice (local),2016,7,136.92
Ho,Rice (local),2016,8,135.0664
Ho,Rice (local),2016,9,131.7905
Ho,Rice (local),2016,10,131.4893
Ho,Rice (local),2016,11,133.5423
Ho,Rice (local),2016,12,135.1228
Ho,Rice (local),2017,1,139.5017
Ho,Rice (local),2017,2,140.5844
Ho,Rice (local),2017,3,141.8227
Ho,Rice (local),2017,4,143.2019
Ho,Rice (local),2017,5,144.5164
Ho,Rice (local),2017,6,146.5159
Ho,Rice (local),2017,7,146.8
Ho,Rice (local),2017,8,145
Ho,Rice (local),2017,9,142.4703
Ho,Rice (local),2017,10,142.2714
Ho,Rice (local),2017,11,
Ho,Rice (local),2017,12,
Ho,Plantains (apentu),2008,1,214.5
Ho,Plantains (apentu),2008,2,220.7
Ho,Plantains (apentu),2008,3,225.7
Ho,Plantains (apentu),2008,4,231.3
Ho,Plantains (apentu),2008,5,243.5
Ho,Plantains (apentu),2008,6,249.1
Ho,Plantains (apentu),2008,7,251
Ho,Plantains (apentu),2008,8,248.6
Ho,Plantains (apentu),2008,9,243.8
Ho,Plantains (apentu),2008,10,236.9
Ho,Plantains (apentu),2008,11,241.1
Ho,Plantains (apentu),2008,12,246.7
Ho,Plantains (apentu),2009,1,256.2
Ho,Plantains (apentu),2009,2,262.5
Ho,Plantains (apentu),2009,3,267.5
Ho,Plantains (apentu),2009,4,276
Ho,Plantains (apentu),2009,5,285.3
Ho,Plantains (apentu),2009,6,287.8
Ho,Plantains (apentu),2009,7,289.1
Ho,Plantains (apentu),2009,8,285.3
Ho,Plantains (apentu),2009,9,275
Ho,Plantains (apentu),2009,10,269
Ho,Plantains (apentu),2009,11,271
Ho,Plantains (apentu),2009,12,275.9
Ho,Plantains (apentu),2010,1,279.5
Ho,Plantains (apentu),2010,2,284
Ho,Plantains (apentu),2010,3,287.1
Ho,Plantains (apentu),2010,4,292.1
Ho,Plantains (apentu),2010,5,298.6
Ho,Plantains (apentu),2010,6,305.4
Ho,Plantains (apentu),2010,7,306
Ho,Plantains (apentu),2010,8,300.5
Ho,Plantains (apentu),2010,9,290.6
Ho,Plantains (apentu),2010,10,284.1
Ho,Plantains (apentu),2010,11,285.4
Ho,Plantains (apentu),2010,12,288.3
Ho,Plantains (apentu),2011,1,293
Ho,Plantains (apentu),2011,2,297
Ho,Plantains (apentu),2011,3,300.6
Ho,Plantains (apentu),2011,4,304.3
Ho,Plantains (apentu),2011,5,310.4
Ho,Plantains (apentu),2011,6,313.9
Ho,Plantains (apentu),2011,7,316
Ho,Plantains (apentu),2011,8,311.9
Ho,Plantains (apentu),2011,9,301.4
Ho,Plantains (apentu),2011,10,295.6
Ho,Plantains (apentu),2011,11,298
Ho,Plantains (apentu),2011,12,300.6
Ho,Plantains (apentu),2012,1,97.4958
Ho,Plantains (apentu),2012,2,98.641
Ho,Plantains (apentu),2012,3,98.641
Ho,Plantains (apentu),2012,4,101.4071
Ho,Plantains (apentu),2012,5,101.4071
Ho,Plantains (apentu),2012,6,102.1679
Ho,Plantains (apentu),2012,7,103.9148
Ho,Plantains (apentu),2012,8,101.9171
Ho,Plantains (apentu),2012,9,97.3699
Ho,Plantains (apentu),2012,10,98.5842
Ho,Plantains (apentu),2012,11,98.9502
Ho,Plantains (apentu),2012,12,99.6234
Ho,Plantains (apentu),2013,1,105.273
Ho,Plantains (apentu),2013,2,105.273
Ho,Plantains (apentu),2013,3,105.273
Ho,Plantains (apentu),2013,4,108.0738
Ho,Plantains (apentu),2013,5,108.0738
Ho,Plantains (apentu),2013,6,109.6575
Ho,Plantains (apentu),2013,7,111.53
Ho,Plantains (apentu),2013,8,110.0008
Ho,Plantains (apentu),2013,9,106.0242
Ho,Plantains (apentu),2013,10,105.3739
Ho,Plantains (apentu),2013,11,106.1582
Ho,Plantains (apentu),2013,12,106.8374
Ho,Plantains (apentu),2014,1,112.7433
Ho,Plantains (apentu),2014,2,113.1858
Ho,Plantains (apentu),2014,3,113.92
Ho,Plantains (apentu),2014,4,115.6005
Ho,Plantains (apentu),2014,5,116.7307
Ho,Plantains (apentu),2014,6,118.3548
Ho,Plantains (apentu),2014,7,117.1318
Ho,Plantains (apentu),2014,8,115.7
Ho,Plantains (apentu),2014,9,112.1683
Ho,Plantains (apentu),2014,10,112.243
Ho,Plantains (apentu),2014,11,113.2103
Ho,Plantains (apentu),2014,12,114.0564
Ho,Plantains (apentu),2015,1,120.5275
Ho,Plantains (apentu),2015,2,121.1263
Ho,Plantains (apentu),2015,3,122.0781
Ho,Plantains (apentu),2015,4,123.8958
Ho,Plantains (apentu),2015,5,125.2882
Ho,Plantains (apentu),2015,6,127.111
Ho,Plantains (apentu),2015,7,126.0348
Ho,Plantains (apentu),2015,8,124.5137
Ho,Plantains (apentu),2015,9,120.9395
Ho,Plantains (apentu),2015,10,121.0138
Ho,Plantains (apentu),2015,11,122.1764
Ho,Plantains (apentu),2015,12,123.1852
Ho,Plantains (apentu),2016,1,130.3701
Ho,Plantains (apentu),2016,2,131.1867
Ho,Plantains (apentu),2016,3,132.2356
Ho,Plantains (apentu),2016,4,134.2526
Ho,Plantains (apentu),2016,5,135.9292
Ho,Plantains (apentu),2016,6,137.9933
Ho,Plantains (apentu),2016,7,136.92
Ho,Plantains (apentu),2016,8,135.0664
Ho,Plantains (apentu),2016,9,131.7905
Ho,Plantains (apentu),2016,10,131.4893
Ho,Plantains (apentu),2016,11,133.5423
Ho,Plantains (apentu),2016,12,135.1228
Ho,Plantains (apentu),2017,1,139.5017
Ho,Plantains (apentu),2017,2,140.5844
Ho,Plantains (apentu),2017,3,141.8227
Ho,Plantains (apentu),2017,4,143.2019
Ho,Plantains (apentu),2017,5,144.5164
Ho,Plantains (apentu),2017,6,146.5159
Ho,Plantains (apentu),2017,7,146.8
Ho,Plantains (apentu),2017,8,145
Ho,Plantains (apentu),2017,9,142.4703
Ho,Plantains (apentu),2017,10,142.2714
Ho,Plantains (apentu),2017,11,
Ho,Plantains (apentu),2017,12,
Ho,Yam,2008,1,214.5
Ho,Yam,2008,2,220.7
Ho,Yam,2008,3,225.7
Ho,Yam,2008,4,231.3
Ho,Yam,2008,5,243.5
Ho,Yam,2008,6,249.1
Ho,Yam,2008,7,251
Ho,Yam,2008,8,248.6
Ho,Yam,2008,9,243.8
Ho,Yam,2008,10,236.9
Ho,Yam,2008,11,241.1
Ho,Yam,2008,12,246.7
Ho,Yam,2009,1,256.2
Ho,Yam,2009,2,262.5
Ho,Yam,2009,3,267.5
Ho,Yam,2009,4,276
Ho,Yam,2009,5,285.3
Ho,Yam,2009,6,287.8
Ho,Yam,2009,7,289.1
Ho,Yam,2009,8,285.3
Ho,Yam,2009,9,275
Ho,Yam,2009,10,269
Ho,Yam,2009,11,271
Ho,Yam,2009,12,275.9
Ho,Yam,2010,1,279.5
Ho,Yam,2010,2,284
Ho,Yam,2010,3,287.1
Ho,Yam,2010,4,292.1
Ho,Yam,2010,5,298.6
Ho,Yam,2010,6,305.4
Ho,Yam,2010,7,306
Ho,Yam,2010,8,300.5
Ho,Yam,2010,9,290.6
Ho,Yam,2010,10,284.1
Ho,Yam,2010,11,285.4
Ho,Yam,2010,12,288.3
Ho,Yam,2011,1,293
Ho,Yam,2011,2,297
Ho,Yam,2011,3,300.6
Ho,Yam,2011,4,304.3
Ho,Yam,2011,5,310.4
Ho,Yam,2011,6,313.9
Ho,Yam,2011,7,316
Ho,Yam,2011,8,311.9
Ho,Yam,2011,9,301.4
Ho,Yam,2011,10,295.6
Ho,Yam,2011,11,298
Ho,Yam,2011,12,300.6
Ho,Yam,2012,1,97.4958
Ho,Yam,2012,2,98.641
Ho,Yam,2012,3,98.641
Ho,Yam,2012,4,101.4071
Ho,Yam,2012,5,101.4071
Ho,Yam,2012,6,102.1679
Ho,Yam,2012,7,103.9148
